patch_id,latitude,longitude,poverty_score,poverty_class,population_density
18560,4.205282599824219,34.34219241293,0.8470392,severely poor,867.6188354492188
18561,4.205282599824219,34.35052574293,0.86927617,severely poor,1058.7059326171875
34654,3.9469493698242193,41.84218941293,0.85037214,severely poor,1422.6837158203125
34655,3.9469493698242193,41.850522742929996,0.8162875,severely poor,2162.097900390625
34656,3.9469493698242193,41.858856072929996,0.81922823,severely poor,1077.3333740234375
34657,3.9469493698242193,41.867189402929995,0.8151173,severely poor,824.6940307617188
35116,3.938616039824219,40.25052338293,0.9255218,severely poor,822.9193725585938
35231,3.938616039824219,41.20885633293,0.84769565,severely poor,869.9248657226562
35232,3.938616039824219,41.21718966293,0.8211693,severely poor,2753.8564453125
35233,3.938616039824219,41.225522992929996,0.80108756,severely poor,1664.6942138671875
35306,3.938616039824219,41.83385608293,0.8222524,severely poor,1466.3447265625
35307,3.938616039824219,41.84218941293,0.82121634,severely poor,2911.425048828125
35308,3.938616039824219,41.850522742929996,0.7914245,severely poor,4473.1787109375
35309,3.938616039824219,41.858856072929996,0.7929441,severely poor,1884.68603515625
35310,3.938616039824219,41.867189402929995,0.810228,severely poor,922.9176635742188
35887,3.9302827098242195,41.20885633293,0.81786627,severely poor,1919.94287109375
35888,3.9302827098242195,41.21718966293,0.8097232,severely poor,4924.712890625
35889,3.9302827098242195,41.225522992929996,0.7921742,severely poor,3702.230224609375
35890,3.9302827098242195,41.233856322929995,0.80356884,severely poor,943.9146118164062
35956,3.9302827098242195,41.783856102929995,0.8297828,severely poor,1008.845947265625
35957,3.9302827098242195,41.79218943293,0.8216732,severely poor,999.33447265625
35961,3.9302827098242195,41.82552275293,0.8090584,severely poor,1065.7684326171875
35962,3.9302827098242195,41.83385608293,0.8278851,severely poor,4963.34521484375
35963,3.9302827098242195,41.84218941293,0.83120936,severely poor,10000.9580078125
35964,3.9302827098242195,41.850522742929996,0.8088336,severely poor,6548.05859375
35965,3.9302827098242195,41.858856072929996,0.82828873,severely poor,3844.646484375
36545,3.9219493798242193,41.20885633293,0.8103078,severely poor,1354.722900390625
36546,3.9219493798242193,41.21718966293,0.80862087,severely poor,2202.410888671875
36547,3.9219493798242193,41.225522992929996,0.8059111,severely poor,1191.3355712890625
36617,3.9219493798242193,41.80885609293,0.82306063,severely poor,1255.9771728515625
36618,3.9219493798242193,41.81718942293,0.82225466,severely poor,1269.6697998046875
36619,3.9219493798242193,41.82552275293,0.8139177,severely poor,2719.68994140625
36620,3.9219493798242193,41.83385608293,0.822447,severely poor,4249.75732421875
36621,3.9219493798242193,41.84218941293,0.81197274,severely poor,6803.1328125
36622,3.9219493798242193,41.850522742929996,0.8265884,severely poor,5643.0087890625
37206,3.9136160498242196,41.21718966293,0.8101608,severely poor,918.5994262695312
37278,3.9136160498242196,41.81718942293,0.81577784,severely poor,823.96826171875
37279,3.9136160498242196,41.82552275293,0.81710494,severely poor,1331.790283203125
37280,3.9136160498242196,41.83385608293,0.82065403,severely poor,3767.03564453125
37281,3.9136160498242196,41.84218941293,0.82423234,severely poor,5285.33203125
37282,3.9136160498242196,41.850522742929996,0.81265146,severely poor,3703.29248046875
37946,3.9052827198242195,41.84218941293,0.823899,severely poor,1202.2845458984375
39772,3.8802827298242195,40.29219003293,0.87891394,severely poor,872.5803833007812
40435,3.8719493998242194,40.29219003293,0.8829133,severely poor,853.1331176757812
50110,3.7469494498242195,34.81719222293,0.93782836,severely poor,832.0681762695312
50781,3.7386161198242194,34.83385888293,0.92963827,severely poor,972.7145385742188
50782,3.7386161198242194,34.84219221293,0.92751384,severely poor,834.7618408203125
51449,3.7302827898242192,34.83385888293,0.92763484,severely poor,1070.1656494140625
51450,3.7302827898242192,34.84219221293,0.9238312,severely poor,1220.09033203125
52117,3.7219494598242195,34.83385888293,0.924409,severely poor,1140.25341796875
52118,3.7219494598242195,34.84219221293,0.9224057,severely poor,1501.2008056640625
52119,3.7219494598242195,34.85052554293,0.9175222,severely poor,1278.7191162109375
52120,3.7219494598242195,34.85885887293,0.92416286,severely poor,968.3605346679688
52784,3.7136161298242194,34.83385888293,0.9210169,severely poor,871.842529296875
52785,3.7136161298242194,34.84219221293,0.90701926,severely poor,1369.2369384765625
52786,3.7136161298242194,34.85052554293,0.8768494,severely poor,1947.8316650390625
52787,3.7136161298242194,34.85885887293,0.9157793,severely poor,1770.5758056640625
52788,3.7136161298242194,34.86719220293,0.92721874,severely poor,1177.6522216796875
53451,3.7052827998242197,34.84219221293,0.91768235,severely poor,854.4863891601562
53452,3.7052827998242197,34.85052554293,0.915158,severely poor,1373.128662109375
53453,3.7052827998242197,34.85885887293,0.92310095,severely poor,1360.528564453125
53454,3.7052827998242197,34.86719220293,0.9267223,severely poor,1295.389404296875
69574,3.5219495398242193,39.04219053293,0.8037478,severely poor,1148.3701171875
69575,3.5219495398242193,39.05052386293,0.79585034,severely poor,3652.998779296875
69576,3.5219495398242193,39.05885719293,0.8039418,severely poor,5146.13623046875
69577,3.5219495398242193,39.06719052293,0.80920094,severely poor,3460.181640625
69578,3.5219495398242193,39.07552385293,0.8285337,severely poor,1239.713623046875
70372,3.513616209824219,39.05052386293,0.8187032,severely poor,3639.404296875
70373,3.513616209824219,39.05885719293,0.8206294,severely poor,3305.513671875
70374,3.513616209824219,39.06719052293,0.8256738,severely poor,2178.12255859375
70375,3.513616209824219,39.07552385293,0.8240263,severely poor,1584.52197265625
71172,3.5052828798242195,39.04219053293,0.83852124,severely poor,1884.179443359375
71173,3.5052828798242195,39.05052386293,0.82997686,severely poor,4255.55078125
71174,3.5052828798242195,39.05885719293,0.82022727,severely poor,2602.335205078125
71175,3.5052828798242195,39.06719052293,0.8253414,severely poor,1445.890869140625
71176,3.5052828798242195,39.07552385293,0.82770157,severely poor,1096.8634033203125
71979,3.4969495498242193,39.05052386293,0.8387872,severely poor,1704.9520263671875
71980,3.4969495498242193,39.05885719293,0.831089,severely poor,1010.2902221679688
72792,3.4886162198242197,39.05885719293,0.8511739,severely poor,1011.6233520507812
79594,3.4219495798242194,39.875523532929996,0.8868868,severely poor,803.0205688476562
81335,3.405282919824219,40.20885673293,0.8784435,severely poor,1486.3984375
81336,3.405282919824219,40.21719006293,0.8658708,severely poor,1876.8955078125
81337,3.405282919824219,40.22552339293,0.8606241,severely poor,1359.360595703125
82186,3.3969495898242195,40.20885673293,0.8753918,severely poor,1409.9974365234375
82187,3.3969495898242195,40.21719006293,0.8712898,severely poor,2777.42236328125
82188,3.3969495898242195,40.22552339293,0.84158707,severely poor,4625.8330078125
83038,3.3886162598242193,40.21719006293,0.8748499,severely poor,1458.51416015625
83039,3.3886162598242193,40.22552339293,0.87057644,severely poor,2025.3470458984375
83040,3.3886162598242193,40.23385672293,0.87033695,severely poor,1789.0562744140625
83792,3.3802829298242196,39.41719038293,0.8848687,severely poor,962.5807495117188
83793,3.3802829298242196,39.42552371293,0.8946038,severely poor,886.912109375
83889,3.3802829298242196,40.22552339293,0.88016886,severely poor,1491.1357421875
83890,3.3802829298242196,40.23385672293,0.87517816,severely poor,1632.011962890625
84638,3.3719495998242195,39.40052372293,0.88232785,severely poor,961.9468994140625
84639,3.3719495998242195,39.40885705293,0.8804396,severely poor,921.8057250976562
84640,3.3719495998242195,39.41719038293,0.87824297,severely poor,1900.33740234375
84641,3.3719495998242195,39.42552371293,0.8862394,severely poor,1329.181640625
84736,3.3719495998242195,40.21719006293,0.86841047,severely poor,960.3760986328125
85487,3.3636162698242194,39.40885705293,0.8809158,severely poor,1128.856689453125
85488,3.3636162698242194,39.41719038293,0.87589115,severely poor,2194.74169921875
86334,3.355282939824219,39.41719038293,0.88084865,severely poor,1358.363525390625
88065,3.3386162798242194,39.76719024293,0.88602424,severely poor,806.1229248046875
103222,3.1886163398242195,40.86718980293,0.83146244,severely poor,1192.2762451171875
104048,3.1802830098242194,40.86718980293,0.8276087,severely poor,1201.2769775390625
108318,3.1302830298242195,35.57552525293,0.8945088,severely poor,1028.3175048828125
108319,3.1302830298242195,35.58385858293,0.8896191,severely poor,1264.8935546875
108320,3.1302830298242195,35.59219191293,0.8852864,severely poor,1016.678955078125
109127,3.1219496998242193,35.57552525293,0.89003503,severely poor,2132.497802734375
109128,3.1219496998242193,35.58385858293,0.8879662,severely poor,2208.57080078125
109129,3.1219496998242193,35.59219191293,0.85346186,severely poor,2028.5450439453125
109130,3.1219496998242193,35.60052524293,0.88314074,severely poor,1143.8336181640625
109131,3.1219496998242193,35.60885857293,0.8914126,severely poor,830.2139282226562
109936,3.1136163698242196,35.57552525293,0.8892179,severely poor,1331.179443359375
109937,3.1136163698242196,35.58385858293,0.8971327,severely poor,1307.7216796875
109938,3.1136163698242196,35.59219191293,0.88684237,severely poor,1406.8642578125
109939,3.1136163698242196,35.60052524293,0.88733166,severely poor,834.642333984375
109940,3.1136163698242196,35.60885857293,0.88467056,severely poor,835.04052734375
109941,3.1136163698242196,35.61719190293,0.8901913,severely poor,816.0883178710938
110743,3.1052830398242195,35.58385858293,0.88333863,severely poor,852.13525390625
110744,3.1052830398242195,35.59219191293,0.8856803,severely poor,2242.739013671875
110745,3.1052830398242195,35.60052524293,0.8799772,severely poor,3121.614013671875
110746,3.1052830398242195,35.60885857293,0.8827138,severely poor,1550.3143310546875
110747,3.1052830398242195,35.61719190293,0.879577,severely poor,938.8943481445312
111548,3.0969497098242194,35.59219191293,0.87508297,severely poor,1203.3515625
111549,3.0969497098242194,35.60052524293,0.8808412,severely poor,1661.90283203125
111550,3.0969497098242194,35.60885857293,0.88008577,severely poor,931.339111328125
137942,2.821949819824219,40.917189782929995,0.78651166,severely poor,1458.3997802734375
